"Locality","cc","id","Taxon","MaxAge","MinAge","Rotated.Lat","Rotated.Lon","Area","genus"
"Western Cape","ZA",1178,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1179,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1180,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1181,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1182,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1183,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1184,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1185,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1186,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1187,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1188,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1189,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1190,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Western Cape","ZA",1191,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Northern Cape","ZA",1173,"Emydops",259.51,254.14,-60.8508,-19.3342,1,"Emydops"
"Free State","ZA",1171,"Lystrosaurus",251.902,247.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Free State","ZA",1167,"Lystrosaurus",251.902,247.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Free State","ZA",1166,"Lystrosaurus",251.902,247.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Free State","ZA",1165,"Lystrosaurus",251.902,247.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Eastern Cape","ZA",1164,"Lystrosaurus",251.902,247.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Eastern Cape","ZA",1163,"Lystrosaurus",251.902,247.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Eastern Cape","ZA",1162,"Lystrosaurus",251.902,247.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Eastern Cape","ZA",1161,"Lystrosaurus",251.902,247.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Eastern Cape","ZA",1156,"Daptocephalus",259.51,251.902,-63.1595,-14.725,1,"Daptocephalus"
"Zambia","ZM",1140,"Endothiodon",259.51,254.14,-47.7841,17.7482,1,"Endothiodon"
"Zambia","ZM",1141,"Endothiodon",259.51,254.14,-47.7841,17.7482,1,"Endothiodon"
"Zambia","ZM",1137,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1136,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1135,"Emydops",259.51,254.14,-47.7841,17.7482,1,"Emydops"
"Zambia","ZM",1134,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1128,"Syops",259.51,254.14,-47.7841,17.7482,1,"Syops"
"Zambia","ZM",1112,"Syops",259.51,254.14,-47.7841,17.7482,1,"Syops"
"Zambia","ZM",1113,"Syops",259.51,254.14,-47.7841,17.7482,1,"Syops"
"Zambia","ZM",1104,"Emydops",259.51,254.14,-47.7841,17.7482,1,"Emydops"
"Zambia","ZM",1103,"Endothiodon",259.51,254.14,-47.7841,17.7482,1,"Endothiodon"
"Zambia","ZM",1102,"Endothiodon",259.51,254.14,-47.7841,17.7482,1,"Endothiodon"
"Zambia","ZM",1097,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1098,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1099,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1100,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1101,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1096,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1095,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1094,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1092,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1093,"Pristerodon",259.51,254.14,-47.7841,17.7482,1,"Pristerodon"
"Zambia","ZM",1091,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1090,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1086,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1087,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1088,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1089,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1085,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1084,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1083,"Diictodon",259.51,254.14,-47.7841,17.7482,1,"Diictodon"
"Zambia","ZM",1082,"Compsodon",259.51,254.14,-47.7841,17.7482,1,"Compsodon"
"Zambia","ZM",1081,"Compsodon",259.51,254.14,-47.7841,17.7482,1,"Compsodon"
"Zambia","ZM",1080,"Emydops",259.51,254.14,-47.7841,17.7482,1,"Emydops"
"Zambia","ZM",1079,"Emydops",259.51,254.14,-47.7841,17.7482,1,"Emydops"
"Zambia","ZM",1078,"Dicynodontoides",259.51,254.14,-47.7841,17.7482,1,"Dicynodontoides"
"Zambia","ZM",1077,"Dicynodontoides",259.51,254.14,-47.7841,17.7482,1,"Dicynodontoides"
"Zambia","ZM",1076,"Dicynodontoides",259.51,254.14,-47.7841,17.7482,1,"Dicynodontoides"
"Zambia","ZM",1073,"Kembawacela",259.51,254.14,-47.7841,17.7482,1,"Kembawacela"
"Zambia","ZM",1074,"Kembawacela",259.51,254.14,-47.7841,17.7482,1,"Kembawacela"
"Zambia","ZM",1075,"Kembawacela",259.51,254.14,-47.7841,17.7482,1,"Kembawacela"
"Zambia","ZM",1072,"Kembawacela",259.51,251.902,-47.7841,17.7482,1,"Kembawacela"
"Zambia","ZM",1071,"Kembawacela",259.51,254.14,-47.7841,17.7482,1,"Kembawacela"
"Zambia","ZM",1070,"Katumbia",259.51,254.14,-47.7841,17.7482,1,"Katumbia"
"Zambia","ZM",1055,"Platypodosaurus",259.51,254.14,-50.1038,16.3282,1,"Platypodosaurus"
"Zambia","ZM",1053,"Platypodosaurus",259.51,254.14,-47.7841,17.7482,1,"Platypodosaurus"
"Zambia","ZM",1054,"Platypodosaurus",259.51,254.14,-47.7841,17.7482,1,"Platypodosaurus"
"Zambia","ZM",1052,"Platypodosaurus",259.51,254.14,-47.7841,17.7482,1,"Platypodosaurus"
"Zambia","ZM",1051,"Syops",259.51,254.14,-47.7841,17.7482,1,"Syops"
"Mozambique ","MZ",1050,"Niassodon",259.51,254.14,-50.1038,16.3282,1,"Niassodon"
"Rio Grande do Sul","BR",1043,"Rastodon",266.9,259.51,-51.3271,-26.4671,4,"Rastodon"
"Parana","BR",1042,"Endothiodon",266.9,254.14,-43.8199,-22.2348,4,"Endothiodon"
"Eastern Cape","ZA",944,"Lystrosaurus",251.902,247.2,-58.0845,-22.1274,1,"Lystrosaurus"
"Ruvuma","TZ",941,"Abajudon",298.9,251.902,-58.5772,14.7736,1,"Abajudon"
"Northern Cape","ZA",938,"Eodicynodon",273.01,259.51,-63.3045,-20.3513,1,"Eodicynodon"
"Free State","ZA",932,"Diictodon",259.51,251.902,-61.365,-10.9827,1,"Diictodon"
"Northern Cape","ZA",931,"Diictodon",259.51,254.14,-60.8508,-19.3342,1,"Diictodon"
"Arkhangelsk","RU",914,"Vivaxosaurus",264.28,256.8,44.0349,28.9755,3,"Vivaxosaurus"
"Orenburg","RU",913,"Vivaxosaurus",264.28,256.8,45.4379,42.556,3,"Vivaxosaurus"
"Nizhni Novgorod","RU",912,"Delectosaurus",259.51,256.8,42.6885,31.8732,3,"Delectosaurus"
"Nizhni Novgorod","RU",911,"Interpresosaurus",259.51,256.8,42.6885,31.8732,3,"Interpresosaurus"
"Nizhni Novgorod","RU",870,"Lystrosaurus",251.902,251.2,45.2164,33.3228,3,"Lystrosaurus"
"Komi","RU",869,"Planitorostris",242,237,56.8309,16.6639,3,"Planitorostris"
"Vologda","RU",868,"Putillosaurus",251.2,247.2,41.1651,41.0099,3,"Putillosaurus"
"Northern Cape","ZA",855,"Prosictodon",273.01,259.51,-66.2903,-29.7941,1,"Prosictodon"
"Ruvuma","TZ",854,"Endothiodon",298.9,251.902,-58.5772,14.7736,1,"Endothiodon"
"Western Cape","ZA",850,"Pristerodon",259.51,254.14,-60.8508,-19.3342,1,"Pristerodon"
"Western Cape","ZA",851,"Pristerodon",259.51,254.14,-60.8508,-19.3342,1,"Pristerodon"
"Western Cape","ZA",852,"Pristerodon",259.51,254.14,-60.8508,-19.3342,1,"Pristerodon"
"Eastern Cape","ZA",841,"Compsodon",259.51,251.902,-63.1595,-14.725,1,"Compsodon"
"Eastern Cape","ZA",840,"Compsodon",259.51,251.902,-63.1595,-14.725,1,"Compsodon"
"Ruvuma","TZ",829,"Endothiodon",264.28,259.51,-50.264,17.1771,1,"Endothiodon"
"Ruvuma","TZ",828,"Daptocephalus",259.51,254.14,-47.7841,17.7482,1,"Daptocephalus"
"Western Cape","ZA",827,"Pristerodon",259.51,254.14,-60.8508,-19.3342,1,"Pristerodon"
"Western Cape","ZA",826,"Diictodon",259.51,254.14,-60.8508,-19.3342,1,"Diictodon"
"Ruvuma","TZ",825,"Dicynodon",259.51,254.14,-47.7841,17.7482,1,"Dicynodon"
"Ruvuma","TZ",824,"Endothiodon",259.51,254.14,-47.7841,17.7482,1,"Endothiodon"
"Ruvuma","TZ",823,"Endothiodon",259.51,254.14,-47.7841,17.7482,1,"Endothiodon"
"Western Cape","ZA",821,"Pristerodon",259.51,254.14,-60.8508,-19.3342,1,"Pristerodon"
"Western Cape","ZA",820,"Diictodon",259.51,254.14,-60.8508,-19.3342,1,"Diictodon"
"Western Cape","ZA",819,"Emydops",259.51,254.14,-60.8508,-19.3342,1,"Emydops"
"Northern Cape","ZA",815,"Dicynodon",259.51,254.14,-60.8508,-19.3342,1,"Dicynodon"
"Northern Cape","ZA",814,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Northern Cape","ZA",810,"Diictodon",259.51,254.14,-60.8508,-19.3342,1,"Diictodon"
"Northern Cape","ZA",811,"Diictodon",259.51,254.14,-60.8508,-19.3342,1,"Diictodon"
"Northern Cape","ZA",812,"Diictodon",259.51,254.14,-60.8508,-19.3342,1,"Diictodon"
"Northern Cape","ZA",804,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Northern Cape","ZA",805,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Northern Cape","ZA",806,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Northern Cape","ZA",807,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Northern Cape","ZA",808,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Northern Cape","ZA",809,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Northern Cape","ZA",801,"Dicynodon",259.51,254.14,-60.8508,-19.3342,1,"Dicynodon"
"Ruvuma","TZ",787,"Cistecephalus",259.51,254.14,-47.7841,17.7482,1,"Cistecephalus"
"Ruvuma","TZ",788,"Cistecephalus",259.51,254.14,-47.7841,17.7482,1,"Cistecephalus"
"Ruvuma","TZ",789,"Cistecephalus",259.51,254.14,-47.7841,17.7482,1,"Cistecephalus"
"Ruvuma","TZ",790,"Cistecephalus",259.51,254.14,-47.7841,17.7482,1,"Cistecephalus"
"Ruvuma","TZ",791,"Cistecephalus",259.51,254.14,-47.7841,17.7482,1,"Cistecephalus"
"Ruvuma","TZ",792,"Cistecephalus",259.51,254.14,-47.7841,17.7482,1,"Cistecephalus"
"Ruvuma","TZ",793,"Cistecephalus",259.51,254.14,-47.7841,17.7482,1,"Cistecephalus"
"Ruvuma","TZ",794,"Cistecephalus",259.51,254.14,-47.7841,17.7482,1,"Cistecephalus"
"Ruvuma","TZ",778,"Platypodosaurus",259.51,254.14,-47.7841,17.7482,1,"Platypodosaurus"
"Ruvuma","TZ",779,"Platypodosaurus",259.51,254.14,-47.7841,17.7482,1,"Platypodosaurus"
"Ruvuma","TZ",780,"Platypodosaurus",259.51,254.14,-47.7841,17.7482,1,"Platypodosaurus"
"Ruvuma","TZ",781,"Platypodosaurus",259.51,254.14,-47.7841,17.7482,1,"Platypodosaurus"
"Ruvuma","TZ",782,"Platypodosaurus",259.51,254.14,-47.7841,17.7482,1,"Platypodosaurus"
"Ruvuma","TZ",783,"Platypodosaurus",259.51,254.14,-47.7841,17.7482,1,"Platypodosaurus"
"Ruvuma","TZ",784,"Platypodosaurus",259.51,254.14,-47.7841,17.7482,1,"Platypodosaurus"
"Eastern Cape","ZA",743,"Pentasaurus",227,201.4,-56.0316,14.4488,1,"Pentasaurus"
"Zambia","ZM",736,"Abajudon",266.9,259.51,-56.9538,-1.2032,1,"Abajudon"
"Zambia","ZM",735,"Abajudon",266.9,259.51,-56.9538,-1.2032,1,"Abajudon"
"Zambia","ZM",734,"Abajudon",266.9,259.51,-56.9538,-1.2032,1,"Abajudon"
"Zambia","ZM",733,"Abajudon",266.9,259.51,-56.9538,-1.2032,1,"Abajudon"
"Zambia","ZM",732,"Abajudon",266.9,259.51,-56.9538,-1.2032,1,"Abajudon"
"Ruvuma","TZ",727,"Tetragonias",247.2,242,-46.5586,19.7779,1,"Tetragonias"
"Free State","ZA",708,"Lystrosaurus",251.902,247.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Free State","ZA",707,"Lystrosaurus",251.902,251.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Free State","ZA",706,"Lystrosaurus",251.902,251.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Free State","ZA",705,"Lystrosaurus",251.902,251.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Free State","ZA",704,"Lystrosaurus",251.902,251.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Free State","ZA",703,"Lystrosaurus",251.902,251.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Free State","ZA",702,"Lystrosaurus",254.14,251.902,-60.9277,-10.1159,1,"Lystrosaurus"
"Eastern Cape","ZA",701,"Lystrosaurus",251.902,251.2,-62.6491,-13.244,1,"Lystrosaurus"
"Free State","ZA",700,"Lystrosaurus",254.14,251.902,-60.9277,-10.1159,1,"Lystrosaurus"
"Mari El Republic","RU",698,"Parasuminia",264.28,259.51,41.2722,34.6449,3,"Parasuminia"
"Orenburg","RU",697,"Dicynodon",266.9,256.8,45.4379,42.556,3,"Dicynodon"
"Orenburg","RU",696,"Dicynodon",266.9,256.8,45.4379,42.556,3,"Dicynodon"
"Eastern Cape","ZA",694,"Digalodon",259.51,254.14,-63.1595,-14.725,1,"Digalodon"
"Western Cape","ZA",693,"Digalodon",259.51,251.902,-60.8508,-19.3342,1,"Digalodon"
"Northern Cape","ZA",692,"Digalodon",259.51,251.902,-60.8508,-19.3342,1,"Digalodon"
"Eastern Cape","ZA",691,"Digalodon",259.51,251.902,-60.8508,-19.3342,1,"Digalodon"
"Northern Cape","ZA",690,"Eosimops",264.28,259.51,-62.7516,-22.8072,1,"Eosimops"
"Western Cape","ZA",689,"Eosimops",264.28,259.51,-62.7516,-22.8072,1,"Eosimops"
"Free State","ZA",688,"Eosimops",264.28,259.51,-63.4828,-13.9562,1,"Eosimops"
"Eastern Cape","ZA",662,"Dinanomodon",259.51,254.14,-63.1595,-14.725,1,"Dinanomodon"
"Eastern Cape","ZA",661,"Lystrosaurus",259.51,251.902,-63.1595,-14.725,1,"Lystrosaurus"
"Eastern Cape","ZA",660,"Platycyclops",259.51,254.14,-63.1595,-14.725,1,"Platycyclops"
"Western Cape","ZA",659,"Cistecephalus",259.51,254.14,-60.8508,-19.3342,1,"Cistecephalus"
"Eastern Cape","ZA",654,"Diictodon",259.51,254.14,-63.1595,-14.725,1,"Diictodon"
"Eastern Cape","ZA",653,"Pristerodon",259.51,254.14,-63.1595,-14.725,1,"Pristerodon"
"Ruvuma","TZ",652,"Kannemeyeria",247.2,242,-46.5586,19.7779,1,"Kannemeyeria"
"Eastern Cape","ZA",651,"Kannemeyeria",251.902,247.2,-62.6491,-13.244,1,"Kannemeyeria"
"Eastern Cape","ZA",650,"Lystrosaurus",259.51,251.902,-63.1595,-14.725,1,"Lystrosaurus"
"Free State","ZA",649,"Lystrosaurus",251.902,247.2,-60.8807,-1.1886,1,"Lystrosaurus"
"West Bengal","IN",648,"Lystrosaurus",251.902,248.9,-45.4946,64.2439,4,"Lystrosaurus"
"Free State","ZA",646,"Lystrosaurus",251.902,247.2,-60.8807,-1.1886,1,"Lystrosaurus"
"Free State","ZA",645,"Lystrosaurus",251.902,247.2,-60.8807,-1.1886,1,"Lystrosaurus"
"Free State","ZA",644,"Lystrosaurus",251.902,247.2,-60.8084,-9.6701,1,"Lystrosaurus"
"Free State","ZA",643,"Dicynodontoides",251.902,247.2,-60.8084,-9.6701,1,"Dicynodontoides"
"Free State","ZA",642,"Dinanomodon",251.902,247.2,-60.8084,-9.6701,1,"Dinanomodon"
"Eastern Cape","ZA",641,"Lystrosaurus",251.902,247.2,-62.6491,-13.244,1,"Lystrosaurus"
"Eastern Cape","ZA",640,"Lystrosaurus",251.902,247.2,-62.6491,-13.244,1,"Lystrosaurus"
"Free State","ZA",639,"Lystrosaurus",251.902,247.2,-60.8807,-1.1886,1,"Lystrosaurus"
"Xinjiang","CN",638,"Lystrosaurus",254.14,251.902,59.5206,80.8142,2,"Lystrosaurus"
"Xinjiang","CN",637,"Lystrosaurus",254.14,251.902,59.5206,80.8142,2,"Lystrosaurus"
"Free State","ZA",636,"Lystrosaurus",251.902,247.2,-60.8807,-1.1886,1,"Lystrosaurus"
"Free State","ZA",635,"Lystrosaurus",251.902,247.2,-60.8807,-1.1886,1,"Lystrosaurus"
"Free State","ZA",634,"Lystrosaurus",251.902,247.2,-60.8807,-1.1886,1,"Lystrosaurus"
"Xinjiang","CN",633,"Lystrosaurus",251.902,251.2,61.2176,76.6687,2,"Lystrosaurus"
"Eastern Cape","ZA",632,"Lystrosaurus",251.902,247.2,-62.6491,-13.244,1,"Lystrosaurus"
"Free State","ZA",631,"Lystrosaurus",251.902,247.2,-60.8807,-1.1886,1,"Lystrosaurus"
"Ruvuma","TZ",600,"Sangusaurus",247.2,242,-46.5586,19.7779,1,"Sangusaurus"
"Ruvuma","TZ",599,"Sangusaurus",247.2,242,-46.5586,19.7779,1,"Sangusaurus"
"Rio Grande do Sul","BR",593,"Stahleckeria",247.2,237,-47.4217,-18.3424,4,"Stahleckeria"
"Eastern Cape","ZA",569,"Kannemeyeria",247.2,242,-63.335,-9.9696,1,"Kannemeyeria"
"Ruvuma","TZ",564,"Syops",259.51,254.14,-47.7841,17.7482,1,"Syops"
"Western Cape","ZA",560,"Emydops",264.28,259.51,-62.7516,-22.8072,1,"Emydops"
"Western Cape","ZA",554,"Emydops",264.28,259.51,-62.7516,-22.8072,1,"Emydops"
"Western Cape","ZA",543,"Pristerodon",264.28,254.14,-62.7516,-22.8072,1,"Pristerodon"
"Western Cape","ZA",490,"Diictodon",264.28,259.51,-62.7516,-22.8072,1,"Diictodon"
"Northern Cape","ZA",489,"Diictodon",259.51,254.14,-60.8508,-19.3342,1,"Diictodon"
"Western Cape","ZA",487,"Dicynodon",264.28,259.51,-62.7516,-22.8072,1,"Dicynodon"
"Western Cape","ZA",485,"Diictodon",264.28,259.51,-62.7516,-22.8072,1,"Diictodon"
"Western Cape","ZA",477,"Dicynodon",264.28,259.51,-62.7516,-22.8072,1,"Dicynodon"
"Western Cape","ZA",453,"Emydops",264.28,259.51,-62.7516,-22.8072,1,"Emydops"
"Western Cape","ZA",451,"Dicynodon",264.28,259.51,-62.7516,-22.8072,1,"Dicynodon"
"Eastern Cape","ZA",441,"Lystrosaurus",251.2,247.2,-62.6208,-11.8191,1,"Lystrosaurus"
"Northern Cape","ZA",437,"Lystrosaurus",264.28,259.51,-62.7516,-22.8072,1,"Lystrosaurus"
"Northern Cape","ZA",436,"Dicynodon",264.28,259.51,-62.7516,-22.8072,1,"Dicynodon"
"Limpopo","ZA",434,"Cryptocynodon",259.51,254.14,-57.4022,3.2072,1,"Cryptocynodon"
"KwaZulu-Natal","ZA",430,"Thliptosaurus",259.51,251.902,-63.5016,-5.693,1,"Thliptosaurus"
"Laos","LA",429,"Counillonia",251.902,247.2,-2.618,111.8611,2,"Counillonia"
"Laos","LA",428,"Repelinosaurus",251.902,247.2,-2.618,111.8611,2,"Repelinosaurus"
"Zambia","ZM",417,"Kembawacela",259.51,254.14,-47.7841,17.7482,1,"Kembawacela"
"Lesotho","LS",415,"Pentasauropus",227,208.5,-56.0316,14.4488,1,"Pentasauropus"
"Silesia","PL",399,"Lisowicia",227,201.4,38.39,14.6955,3,"Lisowicia"
"Shaanxi","CN",397,"Taoheodon",259.51,251.902,34.7649,119.4046,2,"Taoheodon"
"Rio Grande do Sul","BR",396,"Dinodontosaurus",242,227,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",390,"Jachaleria",227,208.5,-46.1164,-4.6554,4,"Jachaleria"
"Mendoza","AR",377,"Pentasauropus",242,237,-52.4787,-33.7724,4,"Pentasauropus"
"Mendoza","AR",378,"Pentasauropus",242,237,-52.4787,-33.7724,4,"Pentasauropus"
"Eastern Cape","ZA",367,"Ufudocyclops",247.2,242,-63.335,-9.9696,1,"Ufudocyclops"
"La Rioja","AR",366,"Stahleckeria",247.2,237,-47.0126,-36.8745,4,"Stahleckeria"
"Zambia","ZM",362,"Diictodon",259.51,254.14,-50.1038,16.3282,1,"Diictodon"
"Xinjiang","CN",361,"Lystrosaurus",251.902,247.2,59.6422,80.6041,2,"Lystrosaurus"
"Free State","ZA",356,"Dolomitipes",251.902,251.2,-60.8084,-9.6701,1,"Dolomitipes"
"Free State","ZA",355,"Dolomitipes",251.902,251.2,-60.8084,-9.6701,1,"Dolomitipes"
"Eastern Cape","ZA",354,"Dolomitipes",251.902,247.2,-58.0845,-22.1274,1,"Dolomitipes"
"Nei Mongol","CN",352,"Turfanodon",259.51,251.902,36.878,121.0524,2,"Turfanodon"
"Zambia","ZM",349,"Dicynodon",298.9,251.902,-58.5772,14.7736,1,"Dicynodon"
"Mozambique ","MZ",348,"Dicynodon",298.9,251.902,-60.8748,12.8174,1,"Dicynodon"
"Northern Region","MW",343,"Kembawacela",259.51,254.14,-47.7841,17.7482,1,"Kembawacela"
"Silesia","PL",341,"Woznikella",237,227,33.3149,17.5971,3,"Woznikella"
"Bavaria","DE",340,"Woznikella",237,227,29.6148,13.9762,3,"Woznikella"
"Orenburg","RU",329,"Peramodon",264.28,256.8,43.5161,40.8295,3,"Peramodon"
"Nei Mongol","CN",327,"Jimusaria",259.51,251.902,38.4457,118.0116,2,"Jimusaria"
"Zambia","ZM",318,"Endothiodon",259.51,251.902,-51.2984,2.5418,1,"Endothiodon"
"Zambia","ZM",317,"Endothiodon",259.51,251.902,-19.6615,20.2989,1,"Endothiodon"
"Zambia","ZM",316,"Endothiodon",259.51,251.902,-19.6615,20.2989,1,"Endothiodon"
"Zambia","ZM",315,"Endothiodon",259.51,251.902,-19.6615,20.2989,1,"Endothiodon"
"Zambia","ZM",314,"Endothiodon",259.51,251.902,-19.6615,20.2989,1,"Endothiodon"
"Zambia","ZM",313,"Endothiodon",259.51,251.902,-19.6615,20.2989,1,"Endothiodon"
"Rio Grande do Sul","BR",293,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",292,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",272,"Sangusaurus",242,237,-49.0435,-14.582,4,"Sangusaurus"
"Rio Grande do Sul","BR",269,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",268,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",267,"Jachaleria",227,208.5,-46.1164,-4.6554,4,"Jachaleria"
"Rio Grande do Sul","BR",263,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",262,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",261,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",260,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",259,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",258,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",250,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",249,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",248,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",247,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",246,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",245,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",244,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",243,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",242,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",241,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",240,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",239,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",238,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",237,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",236,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",162,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
