"Locality","cc","id","Taxon","MaxAge","MinAge","Rotated.Lat","Rotated.Lon","Area","genus"
"Rio Grande do Sul","BR",160,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",158,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",157,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",156,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",155,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",154,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",148,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",147,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",146,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",145,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",144,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",143,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",141,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",140,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",139,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",138,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",137,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",136,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",135,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",134,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",133,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",132,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",130,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",129,"Jachaleria",227,208.5,-46.1164,-4.6554,4,"Jachaleria"
"Rio Grande do Sul","BR",128,"Jachaleria",227,208.5,-46.1164,-4.6554,4,"Jachaleria"
"Free State","ZA",127,"Lystrosaurus",251.9,251.2,-46.4894,-19.7677,1,"Lystrosaurus"
"Free State","ZA",125,"Dicynodon",259.5,254.1,-46.9166,-20.6415,1,"Dicynodon"
"Northern Cape","ZA",123,"Endothiodon",259.5,254.1,-46.9166,-20.6415,1,"Endothiodon"
"Free State","ZA",122,"Lystrosaurus",251.9,251.2,-46.4894,-19.7677,1,"Lystrosaurus"
"Free State","ZA",121,"Lystrosaurus",251.9,251.2,-46.4894,-19.7677,1,"Lystrosaurus"
"Eastern Cape","ZA",120,"Robertia",264.3,259.5,-48.797,-22.9278,1,"Robertia"
"Western Cape","ZA",119,"Robertia",264.3,259.5,-48.797,-22.9278,1,"Robertia"
"San Juan","AR",118,"Ischigualastia",237,227,-49.4771,-10.0175,4,"Ischigualastia"
"San Juan","AR",117,"Ischigualastia",237,227,-49.4771,-10.0175,4,"Ischigualastia"
"Rio Grande do Sul","BR",116,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",115,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",114,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",113,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",112,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",111,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",110,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",109,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",107,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",106,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",105,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",104,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",103,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",102,"Jachaleria",227,208.5,-46.1164,-4.6554,4,"Jachaleria"
"Rio Grande do Sul","BR",101,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",100,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",99,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",98,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",97,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",96,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",95,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",94,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",93,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",92,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",91,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",90,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",89,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",88,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",87,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",86,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",85,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",84,"Jachaleria",227,208.5,-46.1164,-4.6554,4,"Jachaleria"
"Rio Grande do Sul","BR",83,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",82,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",81,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",80,"Stahleckeria",242,237,-49.0435,-14.582,4,"Stahleckeria"
"Rio Grande do Sul","BR",79,"Stahleckeria",242,237,-49.0435,-14.582,4,"Stahleckeria"
"Rio Grande do Sul","BR",77,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",76,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",75,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",74,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",73,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",72,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",71,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",70,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",69,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",68,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",67,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",66,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",65,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",64,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",63,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",62,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",61,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",60,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",59,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",58,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",57,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",56,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",55,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",54,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",53,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",52,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",51,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",50,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",48,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",47,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",46,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",45,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",44,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",42,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",41,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",40,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",39,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",38,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",37,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",36,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",35,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",34,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",33,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",32,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",31,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",30,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",29,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",28,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",27,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",26,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",25,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",24,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",23,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",22,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",21,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",20,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",19,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",18,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",17,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",16,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",15,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",14,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",13,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",12,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",11,"Dinodontosaurus",242,237,-49.0435,-14.582,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",10,"Dinodontosaurus",242,237,-61.9144,0.8613,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",9,"Dinodontosaurus",242,237,-62.4818,-7.7754,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",8,"Dinodontosaurus",242,237,-61.9144,0.8613,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",7,"Dinodontosaurus",242,237,-62.4818,-7.7754,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",3,"Dinodontosaurus",242,237,-61.9144,0.8613,4,"Dinodontosaurus"
"Rio Grande do Sul","BR",2,"Dinodontosaurus",242,237,-61.9144,0.8613,4,"Dinodontosaurus"
